x,y
2.6347975929266587,0.4257404893228695
0.3997831169692484,1.5524082418226697
0.12398107873649843,1.196883796704767
0.5392167958860411,0.552682621565387
0.5708863775833894,0.7258260799000956
2.8533189669900962,2.975336376566654
0.40766168061499797,0.6227192585092272
3.222126478389911,0.7569990982610584
0.25965458490840315,4.389343607844583
1.0451810248812192,5.96199661264561
0.9880073048581448,0.3775996501763235
1.924635828940389,1.7938626910403574
0.18815920727243898,2.741141393224555
0.19393237514574657,0.7280130492394613
3.9804944296014133,1.6575087728966518
0.9934770183021147,0.5728399603454533
0.5731496501753484,8.720244604672486
1.4451944606635212,0.8875757992117174
0.6129081532792029,1.547045006314506
0.17465560142787198,0.2647826429285859
0.4788675915821117,1.8937241785212984
0.13740021417800916,4.689603822555816
7.981387376786373,4.6255009899384785
2.309189990174698,0.8868673448197444
0.7415595039655626,0.1633114652367473
1.4139492335754276,0.14073203364759054
3.122473685831296,0.9821110666004645
0.5150111866821665,0.6542926493560512
0.08991709154145117,1.3739288848229445
0.2861463134399958,2.8059934862351867
1.0082423795109792,1.025317151484297
2.116214076485431,1.063748538228272
3.4351123899863105,2.5618491951581577
0.49024831327139534,1.3893419046815996
0.7440648377654427,0.2112063307753156
0.16845311352619863,0.5127807074712638
0.7537378652472282,0.40798280770182893
1.0927990871510882,1.2062140732161053
6.167516513632599,0.7708271464680606
2.2750784736527763,4.801898867582572
0.5020607405933113,1.3248032199758313
1.01775328010383,2.549213004784576
0.14250326098937893,1.3106484613843057
1.7251370153072576,0.8371808385242914
0.13234333183309513,1.5478732692481587
0.42463070660825764,1.3665440357470435
0.3634876153918023,0.31767446231842084
0.31661453721017013,1.1067855789212724
0.5729571609129467,1.8455460442515814
0.4881292962673867,0.6518153387149174
1.4303549992561486,0.49783179270422145
0.024308715308162993,0.599598000077319
2.4860613616365894,0.9920185562705842
2.8367857961192575,0.9466683847891536
0.916485318186995,0.3875150350379797
2.622229673898655,0.13303195039419619
38.51929346828545,35.99655146515121
0.44670071212137047,5.5799398470479025
4.019781219753536,2.3426885247087337
1.2606527557562333,0.5215369111492857
0.24478666259203702,4.43615746601678
1.0001512091125604,0.6036985284177174
0.3615626813286651,1.9624674318103434
1.3976658400689428,0.2968117117004044
2.3431944719426494,0.7241858794410626
1.073701331450973,0.5555193975416535
0.21419173431019922,4.113859067216562
4.506150051753529,3.1993823866729714
1.0311190520073328,0.17899178055994594
0.8811767798998158,2.25937681441838
1.0855253894318033,1.3862620211845957
0.9144957131154541,5.485858941110434
0.39155857045066284,1.8832818972934617
0.1202710572674546,0.5261834128949248
2.923322590652367,0.6897887284938732
0.34161544668757043,0.3854480103020204
0.49799455880016635,0.4163818993476191
5.714527173194421,0.6481503326541552
2.6898770016178717,0.7232807758438029
3.3164699843239513,1.763755069191305
2.005936168507412,1.7792417946992587
0.241692618512218,0.36971597265787676
6.883456797837065,0.13927490118977054
1.8133197468649145,0.7327665526313457
3.0221770898934044,1.140233420437589
0.4601891006593859,0.7309628217195715
1.0050420300701617,1.09535399114226
0.4047718055056629,0.30575790556352067
1.6332280221675115,0.14805069645899965
3.4047236830933296,1.7988002885170102
0.9239969694800556,0.8993665408309391
0.4145081394349002,3.2703540210594335
0.5069836952033389,0.11532517290289744
0.511332241112704,0.5288854722350961
1.0321601893473173,0.37994329635445223
1.3943061044486358,1.40112401704702
1.2358628509636556,0.7123348313014088
0.14917331242511433,0.5020650329041049
4.2011352027923685,2.749378188435912
0.5422665635734436,0.3382877473469168
